team,salary,player,position,season,percentile
Orlando Magic,3625000,Kris Humphries, C,2003-2004,0.306358382
Cleveland Cavaliers,2823000,Devin Brown, C,2003-2004,0.300578035
Toronto Raptors,2800000,Josh Smith, SF,2003-2004,0.294797688
New Orleans Hornets,2800000,Reece Gaines, SF,2003-2004,0.289017341
Indiana Pacers,2676000,Jason Hart, SF,2003-2004,0.283236994
New York Knicks,2610000,Rashad McCants, PF,2003-2004,0.277456647
Chicago Bulls,2577000,Al Jefferson, SG,2003-2004,0.271676301
Memphis Grizzlies,2533000,Maurice Evans, SF,2003-2004,0.265895954
Memphis Grizzlies,2445000,Antoine Wright, SF,2003-2004,0.260115607
New Orleans Hornets,2400000,Kirk Snyder, SF,2003-2004,0.25433526
Milwaukee Bucks,2373000,Zarko Cabarkapa, C,2003-2004,0.248554913
Minnesota Timberwolves,2350000,Joey Graham, SG,2003-2004,0.242774566
Toronto Raptors,2270000,David West, SG,2003-2004,0.23699422
Indiana Pacers,2264000,Danny Granger, PF,2003-2004,0.231213873
LA Clippers,2256000,Rasual Butler, PG,2003-2004,0.225433526
Los Angeles Lakers,2244000,JR Smith, SF,2003-2004,0.219653179
Toronto Raptors,2230000,Sasha Pavlovic, C,2003-2004,0.213872832
Philadelphia 76ers,2225000,Gerald Green, PF,2003-2004,0.208092486
Washington Wizards,2211000,Dorell Wright, C,2003-2004,0.202312139
Cleveland Cavaliers,2134000,Dahntay Jones, PG,2003-2004,0.196531792
Cleveland Cavaliers,2118000,Hakim Warrick, C,2003-2004,0.190751445
Atlanta Hawks,2109000,Jameer Nelson, C,2003-2004,0.184971098
Boston Celtics,2104000,Boris Diaw, SF,2003-2004,0.179190751
Houston Rockets,2102000,Julius Hodge, PF,2003-2004,0.173410405
San Antonio Spurs,1995000,Pavel Podkolzin, SF,2003-2004,0.167630058
Denver Nuggets,1948000,Bryon Russell, SF,2003-2004,0.161849711
Milwaukee Bucks,1898000,Alonzo Mourning, SF,2003-2004,0.156069364
Phoenix Suns,1850000,Zoran Planinic, G,2003-2004,0.150289017
LA Clippers,1805000,Keith McLeod, SF,2003-2004,0.144508671
Cleveland Cavaliers,1757000,Luke Walton, SG,2003-2004,0.138728324
New Orleans Hornets,1735000,Nate Robinson, C,2003-2004,0.132947977
Seattle SuperSonics,1670000,Jason Kapono, SF,2003-2004,0.12716763
Golden State Warriors,1667000,Matt Carroll, PG,2003-2004,0.121387283
Toronto Raptors,1646000,Victor Khryapa, SG,2003-2004,0.115606936
Phoenix Suns,1631000,Travis Outlaw, PF,2003-2004,0.10982659
Utah Jazz,1624000,Darrick Martin, SG,2003-2004,0.104046243
New Jersey Nets,1586000,Jarrett Jack, F,2003-2004,0.098265896
Memphis Grizzlies,1580000,Brian Cook, C,2003-2004,0.092485549
Dallas Mavericks,1537000,Walter McCarty, C,2003-2004,0.086705202
Golden State Warriors,1507000,Sergei Monia, PF,2003-2004,0.080924855
Minnesota Timberwolves,1474000,Francisco Garcia, PF,2003-2004,0.075144509
New Orleans Hornets,1300000,Delonte West, PG,2003-2004,0.069364162
Toronto Raptors,1292000,Nenad Krstic, PF,2003-2004,0.063583815
New Jersey Nets,1227000,John Edwards, C,2003-2004,0.057803468
Portland Trail Blazers,1172000,Steve Blake, PF,2003-2004,0.052023121
New Jersey Nets,995000,Luther Head, SG,2003-2004,0.046242775
Utah Jazz,956000,Carlos Delfino, SF,2003-2004,0.040462428
Philadelphia 76ers,887000,Tony Allen, C,2003-2004,0.034682081
Indiana Pacers,862000,Kevin Martin, C,2003-2004,0.028901734
Indiana Pacers,861000,Johan Petro, PG,2003-2004,0.023121387
San Antonio Spurs,856000,Kendrick Perkins, PG,2003-2004,0.01734104
Sacramento Kings,764000,Leandro Barbosa, SF,2003-2004,0.011560694
LA Clippers,639000,Josh Howard, C,2003-2004,0.005780347
Minnesota Timberwolves,587000,Sasha Vujacic, SF,2003-2004,0
Miami Heat,29464000,Jason Maxiell, C,2004-2005,0.990909091
Dallas Mavericks,14609000,Beno Udrih, SG,2004-2005,0.981818182
Houston Rockets,14487000,David Harrison, SG,2004-2005,0.972727273
Orlando Magic,14487000,Jannero Pargo, SF,2004-2005,0.963636364
Miami Heat,13440000,Ronald Murray, SG,2004-2005,0.954545455
Los Angeles Lakers,13346000,Didier Ilunga-Mbenga, PF,2004-2005,0.945454545
Toronto Raptors,13281000,Linas Kleiza, SF,2004-2005,0.936363636
New York Knicks,12900000,Keith Bogans, PF,2004-2005,0.927272727
Chicago Bulls,12000000,Wayne Simien, PF,2004-2005,0.918181818
San Antonio Spurs,12000000,Anderson Varejao, SF,2004-2005,0.909090909
Portland Trail Blazers,11821000,David Lee, PG,2004-2005,0.9
Houston Rockets,19684000,Maciej Lampe, C,2004-2005,0.890909091
Portland Trail Blazers,10937000,Adrian Griffin, C,2004-2005,0.881818182
LA Clippers,9817000,Zendon Hamilton, SG,2004-2005,0.872727273
Philadelphia 76ers,9300000,Lee Nailon, SF,2004-2005,0.863636364
New York Knicks,8450000,Eddie Gill, PF,2004-2005,0.854545455
Portland Trail Blazers,8444000,Laron Profit, SG,2004-2005,0.845454545
Dallas Mavericks,8273000,Loren Woods, PF,2004-2005,0.836363636
Indiana Pacers,8260000,Mike Wilks, PF,2004-2005,0.827272727
Dallas Mavericks,8105000,Pat Burke, C,2004-2005,0.818181818
Orlando Magic,7992000,Richie Frahm, C,2004-2005,0.809090909
Denver Nuggets,7750000,Smush Parker, C,2004-2005,0.8
New York Knicks,17531000,Lonny Baxter, SG,2004-2005,0.790909091
New York Knicks,7300000,Terence Morris, SF,2004-2005,0.781818182
Memphis Grizzlies,7150000,Nikoloz Tskitishvili, PF,2004-2005,0.772727273
Dallas Mavericks,7000000,Rick Brunson, SF,2004-2005,0.763636364
Sacramento Kings,6875000,Francisco Elson, SG,2004-2005,0.754545455
Sacramento Kings,6875000,Sean Marks, SF,2004-2005,0.745454545
Denver Nuggets,6667000,Linton Johnson, PF,2004-2005,0.736363636
Utah Jazz,6375000,Ronald Dupree, PG,2004-2005,0.727272727
San Antonio Spurs,6270000,Jermaine Jackson, C,2004-2005,0.718181818
Seattle SuperSonics,6191000,Salim Stoudamire, C,2004-2005,0.709090909
Miami Heat,6078000,Peter John Ramos, PF,2004-2005,0.7
Sacramento Kings,17351000,Esteban Batista, C,2004-2005,0.690909091
Memphis Grizzlies,6022000,Royal Ivey, PF,2004-2005,0.681818182
Portland Trail Blazers,15750000,Awvee Storey, PG,2004-2005,0.672727273
Seattle SuperSonics,14625000,Trevor Ariza, SG,2004-2005,0.663636364
Minnesota Timberwolves,14625000,Mario Kasun, SG,2004-2005,0.654545455
Boston Celtics,14625000,Antonio Burks, PF,2004-2005,0.645454545
New York Knicks,14625000,Jackie Butler, PG,2004-2005,0.636363636
Detroit Pistons,6000000,Donta Smith, PF,2004-2005,0.627272727
Seattle SuperSonics,5922000,Pape Sow, C,2004-2005,0.618181818
Milwaukee Bucks,5900000,Earl Barron, C,2004-2005,0.609090909
Milwaukee Bucks,5899000,Bernard Robinson, PF,2004-2005,0.6
Houston Rockets,5899000,Matt Barnes, PF,2004-2005,0.590909091
New York Knicks,5885000,James Singleton, PF,2004-2005,0.581818182
Charlotte Bobcats,5884000,Lou Williams, C,2004-2005,0.572727273
Sacramento Kings,5883000,Daniel Ewing, SG,2004-2005,0.563636364
Indiana Pacers,5792000,Monta Ellis, C,2004-2005,0.554545455
Phoenix Suns,5750000,Ryan Gomes, PG,2004-2005,0.545454545
Dallas Mavericks,5714000,Chris Taft, C,2004-2005,0.536363636
New York Knicks,5600000,Boniface N'Dong, PF,2004-2005,0.527272727
Sacramento Kings,5500000,Anthony Roberson, PF,2004-2005,0.518181818
Philadelphia 76ers,5500000,Brandon Bass, SG,2004-2005,0.509090909
Portland Trail Blazers,5419000,Alan Anderson, SF,2004-2005,0.5
Washington Wizards,5361000,Alex Acker, C,2004-2005,0.490909091
Phoenix Suns,5355000,Amir Johnson, PF,2004-2005,0.481818182
Milwaukee Bucks,4915000,Ersan Ilyasova, F,2004-2005,0.472727273
Toronto Raptors,4875000,Orien Greene, SF,2004-2005,0.463636364
Cleveland Cavaliers,4875000,Ronnie Price, PG,2004-2005,0.454545455
Orlando Magic,4800000,Rawle Marshall, C,2004-2005,0.445454545
Atlanta Hawks,4800000,Kevin Burleson, PF,2004-2005,0.436363636
Memphis Grizzlies,4482000,Travis Diener, SG,2004-2005,0.427272727
Memphis Grizzlies,4318000,Dwayne Jones II, C,2004-2005,0.418181818
Philadelphia 76ers,4225000,Robert Whaley, PF,2004-2005,0.409090909
Los Angeles Lakers,4200000,Eddie Basden, PG,2004-2005,0.4
Denver Nuggets,4119000,Martynas Andriuskevicius, SF,2004-2005,0.390909091
Los Angeles Lakers,3785000,Dijon Thompson, C,2004-2005,0.381818182
New York Knicks,3600000,CJ Miles, PG,2004-2005,0.372727273
New York Knicks,3475000,Donell Taylor, SG,2004-2005,0.363636364
Portland Trail Blazers,3215000,Chuck Hayes, C,2004-2005,0.354545455
Memphis Grizzlies,3212000,Antonio McDyess, SF,2004-2005,0.345454545
Toronto Raptors,3150000,Kevin Durant, C,2004-2005,0.336363636
Chicago Bulls,3150000,Anthony Parker, PF,2004-2005,0.327272727
Sacramento Kings,3150000,LaMarcus Aldridge, PG,2004-2005,0.318181818
Miami Heat,3073000,Zaza Pachulia, PG,2004-2005,0.309090909
Toronto Raptors,3054000,Jorge Garbajosa, C,2004-2005,0.3
Washington Wizards,3043000,Adam Morrison, C,2004-2005,0.290909091
Golden State Warriors,3000000,Tyrus Thomas, PG,2004-2005,0.281818182
New Orleans Hornets,3000000,Jeff Green, SF,2004-2005,0.272727273
Golden State Warriors,2232000,Shelden Williams, PF,2004-2005,0.263636364
Minnesota Timberwolves,2212000,Willie Green, PF,2004-2005,0.254545455
Sacramento Kings,1985000,Damien Wilkins, PF,2004-2005,0.245454545
New Jersey Nets,1887000,Brandon Roy, C,2004-2005,0.236363636
Portland Trail Blazers,1805000,Corey Brewer, PF,2004-2005,0.227272727
Utah Jazz,1672000,Randy Foye, SF,2004-2005,0.218181818
Philadelphia 76ers,1600000,Rudy Gay, C,2004-2005,0.209090909
Indiana Pacers,1554000,Patrick O'Bryant, PG,2004-2005,0.2
Charlotte Bobcats,1554000,Mouhamed Sene, C,2004-2005,0.190909091
San Antonio Spurs,1545000,JJ Redick, PG,2004-2005,0.181818182
Charlotte Bobcats,1377000,Thaddeus Young, SF,2004-2005,0.172727273
Seattle SuperSonics,2969000,Vassilis Spanoulis, PG,2004-2005,0.163636364
Atlanta Hawks,2949000,Walter Herrmann Heinrich, C,2004-2005,0.154545455
Minnesota Timberwolves,2937000,Hilton Armstrong, PF,2004-2005,0.145454545
Orlando Magic,2803000,Thabo Sefolosha, SF,2004-2005,0.136363636
Cleveland Cavaliers,2695000,Ronnie Brewer, C,2004-2005,0.127272727
Milwaukee Bucks,2680000,Rodney Stuckey, SF,2004-2005,0.118181818
Phoenix Suns,2562000,Justin Reed, SF,2004-2005,0.109090909
Golden State Warriors,2481000,Cedric Simmons, SF,2004-2005,0.1
New Orleans Hornets,2474000,Rodney Carney, C,2004-2005,0.090909091
Golden State Warriors,2390000,Eddie House, PG,2004-2005,0.081818182
Toronto Raptors,2371000,Shawne Williams, SG,2004-2005,0.072727273
New Jersey Nets,2363000,Quincy Douby, PF,2004-2005,0.063636364
Orlando Magic,2362000,Jason Smith, SG,2004-2005,0.054545455
Phoenix Suns,2358000,Renaldo Balkman, G,2004-2005,0.045454545
Philadelphia 76ers,2332000,Eric Piatkowski, SG,2004-2005,0.036363636
Memphis Grizzlies,2322000,Rajon Rondo, C,2004-2005,0.027272727
Seattle SuperSonics,2301000,Marcus Williams, SF,2004-2005,0.018181818
LA Clippers,2269000,Josh Boone, C,2004-2005,0.009090909
New Jersey Nets,2266000,Kyle Lowry, F,2004-2005,0
Miami Heat,20000000,Shavlik Randolph, C,2005-2006,0.9975
LA Clippers,15750000,Shannon Brown, PF,2005-2006,0.995
Orlando Magic,15750000,Arron Afflalo, SF,2005-2006,0.9925
Houston Rockets,15694250,Jordan Farmar, SG,2005-2006,0.99
Orlando Magic,15694250,Maurice Ager, SF,2005-2006,0.9875
Memphis Grizzlies,14666250,Mardy Collins, SG,2005-2006,0.985
Phoenix Suns,13975000,Mickael Gelabale, PF,2005-2006,0.9825
Toronto Raptors,13865000,Mile Ilic, PF,2005-2006,0.98
Boston Celtics,13843156,Dajuan Wagner, SF,2005-2006,0.9775
New Jersey Nets,13843156,Jamal Sampson, SF,2005-2006,0.975
Golden State Warriors,13700000,Quinton Ross, PG,2005-2006,0.9725
Philadelphia 76ers,19125000,Sergio Rodriguez, C,2005-2006,0.97
Orlando Magic,13700000,Randolph Morris, PG,2005-2006,0.9675
Phoenix Suns,13700000,Andre Barrett, SG,2005-2006,0.965
Seattle SuperSonics,13223140,James Lang, SG,2005-2006,0.9625
LA Clippers,13152000,John Lucas III, PF,2005-2006,0.96
Milwaukee Bucks,12000000,Solomon Jones, SG,2005-2006,0.9575
Atlanta Hawks,12000000,Ronny Turiaf, G,2005-2006,0.955
Portland Trail Blazers,11666666,Lawrence Roberts, C,2005-2006,0.9525
Sacramento Kings,11500000,Paul Millsap, PG,2005-2006,0.95
Los Angeles Lakers,11448596,Steve Novak, PF,2005-2006,0.9475
Utah Jazz,11260483,Leon Powe, PF,2005-2006,0.945
Minnesota Timberwolves,18000000,Taurean Green, PF,2005-2006,0.9425
Memphis Grizzlies,10993000,Josh McRoberts, C,2005-2006,0.94
Utah Jazz,10983000,Yakhouba Diawara, SF,2005-2006,0.9375
Denver Nuggets,10886364,Marquinhos Vieira, PF,2005-2006,0.935
Detroit Pistons,10860000,Ryan Hollins, PF,2005-2006,0.9325
Portland Trail Blazers,10666667,Robert Hite, PF,2005-2006,0.93
Boston Celtics,10623288,Will Blalock, C,2005-2006,0.9275
Minnesota Timberwolves,10500000,Hassan Adams, SG,2005-2006,0.925
Cleveland Cavaliers,10344900,Uros Slokar, SG,2005-2006,0.9225
Washington Wizards,10243200,James Augustine, PG,2005-2006,0.92
New Jersey Nets,10200000,Pops Mensah-Bonsu, F,2005-2006,0.9175
Philadelphia 76ers,16453125,Bobby Jones, SG,2005-2006,0.915
Philadelphia 76ers,10075000,Steven Smith, SF,2005-2006,0.9125
New York Knicks,16453125,Andre Brown, PG,2005-2006,0.91
New Jersey Nets,16440000,James White, PG,2005-2006,0.9075
Indiana Pacers,16440000,Junior Harrington, C,2005-2006,0.905
Los Angeles Lakers,15946875,Jared Reiner, SF,2005-2006,0.9025
San Antonio Spurs,15845157,Kelenna Azubuike, C,2005-2006,0.9
Phoenix Suns,9625000,Justin Williams, PG,2005-2006,0.8975
Seattle SuperSonics,9571429,Mike Hall, PF,2005-2006,0.895
Denver Nuggets,9400000,Lou Amundson, C,2005-2006,0.8925
New York Knicks,9100000,Will Conroy, PF,2005-2006,0.89
Golden State Warriors,8888888,Von Wafer, SG,2005-2006,0.8875
Sacramento Kings,8750000,Greg Oden, C,2005-2006,0.885
Cleveland Cavaliers,8743238,Al Horford, C,2005-2006,0.8825
Orlando Magic,8640000,Mike Conley, C,2005-2006,0.88
Philadelphia 76ers,8477178,Charlie Bell, C,2005-2006,0.8775
San Antonio Spurs,8400000,Luis Scola, PG,2005-2006,0.875
Dallas Mavericks,8367187,Yi Jianlian, SF,2005-2006,0.8725
Milwaukee Bucks,8333334,Andray Blatche, C,2005-2006,0.87
Chicago Bulls,8299670,Brandan Wright, C,2005-2006,0.8675
Utah Jazz,8250000,D.J. Augustin, C,2005-2006,0.865
Sacramento Kings,8183769,Joakim Noah, PF,2005-2006,0.8625
Detroit Pistons,8125000,Spencer Hawes, SG,2005-2006,0.86
Denver Nuggets,8100000,Acie Law, PG,2005-2006,0.8575
Milwaukee Bucks,8000000,Kosta Perovic, SF,2005-2006,0.855
Sacramento Kings,8000000,Julian Wright, SG,2005-2006,0.8525
"NO/Oklahoma City
 Hornets",8000000,Al Thornton, PF,2005-2006,0.85
Indiana Pacers,7900000,Nick Young, PF,2005-2006,0.8475
Memphis Grizzlies,7700000,Sean Williams, PF,2005-2006,0.845
Dallas Mavericks,7662500,Marco Belinelli, C,2005-2006,0.8425
Miami Heat,7562500,Oleksiy Pecherov, PG,2005-2006,0.84
Sacramento Kings,7525000,Javaris Crittenton, SF,2005-2006,0.8375
Dallas Mavericks,7500000,Alexis Ajinca, SG,2005-2006,0.835
Los Angeles Lakers,7500000,Daequan Cook, C,2005-2006,0.8325
Detroit Pistons,7500000,Jared Dudley, PF,2005-2006,0.83
San Antonio Spurs,7428937,Wilson Chandler, G,2005-2006,0.8275
New York Knicks,7394663,Rudy Fernandez, C,2005-2006,0.825
Golden State Warriors,7365079,Morris Almond, PF,2005-2006,0.8225
Golden State Warriors,7312500,Ime Udoka, C,2005-2006,0.82
Portland Trail Blazers,7250000,Aaron Brooks, SF,2005-2006,0.8175
LA Clippers,7241379,Alando Tucker, SG,2005-2006,0.815
"NO/Oklahoma City
 Hornets",7233333,Chris Andersen, SF,2005-2006,0.8125
Indiana Pacers,7175000,Josh Powell, SF,2005-2006,0.81
Phoenix Suns,7085919,Casey Jacobsen, PF,2005-2006,0.8075
LA Clippers,7000000,Kyrylo Fesenko, SF,2005-2006,0.805
New York Knicks,6979147,Craig Smith, PF,2005-2006,0.8025
Atlanta Hawks,6975500,Paul Davis, PF,2005-2006,0.8
Indiana Pacers,5610000,Devin Green, SF,2005-2006,0.7975
Houston Rockets,5594906,Gabe Pruitt, C,2005-2006,0.795
Minnesota Timberwolves,5515875,Jelani McCoy, C,2005-2006,0.7925
San Antonio Spurs,5500000,Ian Mahinmi, C,2005-2006,0.79
New Jersey Nets,5500000,Juan Carlos Navarro, C,2005-2006,0.7875
Cleveland Cavaliers,5484375,Marcin Gortat, PG,2005-2006,0.785
Indiana Pacers,5400000,Glen Davis, PG,2005-2006,0.7825
Orlando Magic,5393300,JamesOn Curry, SF,2005-2006,0.78
Golden State Warriors,5393300,Coby Karl, PG,2005-2006,0.7775
Dallas Mavericks,5393300,Jamario Moon, SG,2005-2006,0.775
Washington Wizards,5393300,Dominic McGuire, C,2005-2006,0.7725
Minnesota Timberwolves,5280528,Demetris Nichols, PG,2005-2006,0.77
Minnesota Timberwolves,5253000,Ramon Sessions, PG,2005-2006,0.7675
Orlando Magic,5200000,Larry Turner, C,2005-2006,0.765
Houston Rockets,5075000,Elton Brown, SG,2005-2006,0.7625
Utah Jazz,5020000,Chris Richard, SF,2005-2006,0.76
Los Angeles Lakers,5000600,Brandon Wallace, SF,2005-2006,0.7575
Washington Wizards,5000000,Courtney Sims, PG,2005-2006,0.755
Houston Rockets,5000000,Keith Langford, PF,2005-2006,0.7525
Charlotte Bobcats,5000000,C.J. Watson, SF,2005-2006,0.75
Miami Heat,5000000,Jeremy Richardson, PF,2005-2006,0.7475
New York Knicks,6945500,Nick Fazekas, SF,2005-2006,0.745
LA Clippers,6906000,Mike Harris, PG,2005-2006,0.7425
Miami Heat,6884000,Lance Allred, PF,2005-2006,0.74
Memphis Grizzlies,6871431,Blake Ahearn, SG,2005-2006,0.7375
Sacramento Kings,6842105,Stephane Lasme, SF,2005-2006,0.735
San Antonio Spurs,6720000,Kasib Powell, C,2005-2006,0.7325
Dallas Mavericks,6666667,Billy Thomas, G,2005-2006,0.73
New York Knicks,6480000,Earl Watson, SG,2005-2006,0.7275
Milwaukee Bucks,6353200,Derrick Rose, PF,2005-2006,0.725
Portland Trail Blazers,6353200,Michael Beasley, PF,2005-2006,0.7225
Toronto Raptors,6300000,O.J. Mayo, PG,2005-2006,0.72
Indiana Pacers,6274935,Daniel Gibson, C,2005-2006,0.7175
Seattle SuperSonics,6207670,Roger Mason Jr., C,2005-2006,0.715
LA Clippers,6187500,Russell Westbrook, PG,2005-2006,0.7125
Sacramento Kings,6000000,Kevin Love, PF,2005-2006,0.71
Minnesota Timberwolves,5909800,Marc Gasol, SG,2005-2006,0.7075
Detroit Pistons,5909800,Carl Landry, PG,2005-2006,0.705
Houston Rockets,5900400,Danilo Gallinari, PF,2005-2006,0.7025
Minnesota Timberwolves,5900400,Eric Gordon, C,2005-2006,0.7
Sacramento Kings,5000000,Joe Alexander, PF,2005-2006,0.6975
New York Knicks,5000000,Maceo Baston, C,2005-2006,0.695
Sacramento Kings,4950000,Brook Lopez, PF,2005-2006,0.6925
Memphis Grizzlies,4950000,Jerryd Bayless, PF,2005-2006,0.69
Memphis Grizzlies,4903000,Jason Thompson, SF,2005-2006,0.6875
Cleveland Cavaliers,4799108,Brandon Rush, PF,2005-2006,0.685
Milwaukee Bucks,4750000,Anthony Randolph, C,2005-2006,0.6825
San Antonio Spurs,4691390,Goran Dragic, SG,2005-2006,0.68
Cleveland Cavaliers,4621800,Robin Lopez, SF,2005-2006,0.6775
Charlotte Bobcats,4600000,Hamed Haddadi, PG,2005-2006,0.675
Toronto Raptors,4550000,Marreese Speights, SG,2005-2006,0.6725
New Jersey Nets,4550000,J.J. Barea, PF,2005-2006,0.67
Golden State Warriors,4506261,Roy Hibbert, SG,2005-2006,0.6675
Brooklyn Nets,4501200,JaVale McGee, C,2005-2006,0.665
Memphis Grizzlies,4500000,JJ Hickson, PG,2005-2006,0.6625
Orlando Magic,4493160,Roko-Leni Ukic, C,2005-2006,0.66
Utah Jazz,4400000,Ryan Anderson, C,2005-2006,0.6575
Minnesota Timberwolves,4350000,Kosta Koufos, SF,2005-2006,0.655
Milwaukee Bucks,4340520,Courtney Lee, C,2005-2006,0.6525
Phoenix Suns,4250000,Nicolas Batum, SG,2005-2006,0.65
Memphis Grizzlies,4250000,George Hill, PG,2005-2006,0.6475
Houston Rockets,4200000,Darrell Arthur, PG,2005-2006,0.645
Denver Nuggets,4190476,Chris Quinn, PF,2005-2006,0.6425
Orlando Magic,4135200,D.J. White, C,2005-2006,0.64
Cleveland Cavaliers,4065811,J.R. Giddens, PF,2005-2006,0.6375
Charlotte Bobcats,4020120,Stephen Graham, C,2005-2006,0.635
Utah Jazz,4000000,Joey Dorsey, SG,2005-2006,0.6325
Washington Wizards,4000000,Donte Greene, C,2005-2006,0.63
Indiana Pacers,4000000,Kyle Weaver, PG,2005-2006,0.6275
Orlando Magic,4000000,Luc Mbah a Moute, PG,2005-2006,0.625
Toronto Raptors,3938000,Thomas Gardner, PF,2005-2006,0.6225
Atlanta Hawks,3883000,Aaron Gray, PF,2005-2006,0.62
Houston Rockets,3850000,Will Bynum, PG,2005-2006,0.6175
Los Angeles Lakers,3792817,Mario Chalmers, C,2005-2006,0.615
Denver Nuggets,3713640,DeAndre Jordan, PF,2005-2006,0.6125
Philadelphia 76ers,3636364,Henry Walker, SG,2005-2006,0.61
