,Unnamed: 0_x,PLAYER,TEAM,GP_x,MPG_x,OFF_x,ORPG_x,DEF_x,DRPG_x,REB_x,RPG_x,RP40_x,GP_y,MPG_y,OFF_y,ORPG_y,DEF_y,DRPG_y,REB_y,RPG_y,RP40_y,GP_x.1,PPG_x,FGM_x,FGA_x,FGM_x.1,FGA_x.1,FG%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x.1,GP_y.1,PPG_y,FGM_y,FGA_y,FGM_y.1,FGA_y.1,FG%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y.1,GP_x.2,PPG_x.1,FTM_x,FTA_x,FTM_x.1,FTA_x.1,FT%_x,GP_y.2,PPG_y.1,FTM_y,FTA_y,FTM_y.1,FTA_y.1,FT%_y,GP_x.3,PPG_x.2,3PM_x,3PA_x,3PM_x.1,3PA_x.1,3P%_x,2PM_x.1,2PA_x.1,2P%_x.1,PPS_x.1,FG%_x.2,GP_y.3,PPG_y.2,3PM_y,3PA_y,3PM_y.1,3PA_y.1,3P%_y,2PM_y.1,2PA_y.1,2P%_y.1,PPS_y.1,FG%_y.2,GP_x.4,MPG_x.1,AST_x,APG_x,TO_x,TOPG_x,AP40M_x,AST/TO_x,GP_y.4,MPG_y.1,AST_y,APG_y,TO_y,TOPG_y,AP40M_y,AST/TO_y,GP_x.5,MPG_x.2,STL_x,STPG_x,STP40M_x,TO_x.1,TOPG_x.1,PF_x,ST/TO_x,ST/PF_x,GP_y.5,MPG_y.2,STL_y,STPG_y,STP40M_y,TO_y.1,TOPG_y.1,PF_y,ST/TO_y,ST/PF_y,GP_x.6,MPG_x.3,BLK_x,PF_x.1,BLKPG_x,BLKP40M_x,BLK/PF_x,GP_y.6,MPG_y.3,BLK_y,PF_y.1,BLKPG_y,BLKP40M_y,BLK/PF_y,GP_x.7,MPG_x.4,PTS_x,FGM-FGA_x,FG%_x.3,3PM-3PA_x,3P%_x.1,FTM-FTA_x,FT%_x.1,GP_y.7,MPG_y.4,PTS_y,FGM-FGA_y,FG%_y.3,3PM-3PA_y,3P%_y.1,FTM-FTA_y,FT%_y.1,GP_x.8,MPG_x.5,PTS_x.1,FGM-FGA_x.1,FG%_x.4,3PM-3PA_x.1,3P%_x.2,FTM-FTA_x.1,FT%_x.2,GP_y.8,MPG_y.5,PTS_y.1,FGM-FGA_y.1,FG%_y.4,3PM-3PA_y.1,3P%_y.2,FTM-FTA_y.1,FT%_y.2,Unnamed: 0_y,Team,Salary,Position,Season,Percentile
68,68,DeMarcus Cousins,UK,4,26,13,3.3,18,4.5,31,7.8,11.9,34,23.2,141,4.1,202,5.9,343,10.1,17.4,4,13.8,5.8,7.8,23,31,0.742,23,31,0.742,1.77,0.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,5,13,1.25,1.92,0.38,34,23.2,62,109,1.82,3.14,0.57,,,,,,,,,,,,,,,,,,,4,26,55,23-31,0.742,0-0,0,23-Sep,0.391,,,,,,,,,,2796,Sacramento Kings,3374640, C,2010-2011,0.570469799
722,722,DeMarcus Nelson,DUKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7.8,1.1,3,24,55,0.436,36,71,0.507,1.29,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,1,4,1,1.74,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3468,Chicago Bulls,736420, SG,2011-2012,0.155870445
69,69,DeMarre Carroll,VAN,1,26,3,3,4,4,7,7,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,5,5,2,2,7.7,2.5,,,,,,,,,1,26,4,4,6.15,2,2,5,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513,Memphis Grizzlies,1009680, SF,2009-2010,0.216666667
490,490,DeMarre Carroll,MIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16.8,6.6,11.7,224,397,0.564,210,360,0.583,1.44,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29.5,57,22-44,0.5,7-Feb,0.286,16-Nov,0.688,34,27.8,572,224-397,0.564,14-37,0.378,110-175,0.629,2513,Memphis Grizzlies,1009680, SF,2009-2010,0.216666667
72,72,Demetris Nichols,SYR,1,32,1,1,8,8,9,9,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.3,4.3,5,13,15,0.867,32,19,3.1,3.7,100,118,0.847,3,7,1.3,3,4,8,0.5,3,7,0.429,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,34.3,3,6,1,1.17,0.5,,,,,,,,3,34.3,18.3,5.7-13.7,0.415,2.7-8.3,0.32,4.3-5.0,0.867,32,34.8,19,6.5-14.4,0.45,2.9-6.7,0.428,3.1-3.7,0.847,3,34.3,55,17-41,0.415,25-Aug,0.32,13-15,0.867,32,34.8,608,208-462,0.45,92-215,0.428,100-118,0.847,1742,Cleveland Cavaliers,427163, SF,2007-2008,0.083732057
535,535,Demetrius Jackson,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17.8,3.3,3.5,13,14,0.929,,,,,,,,4,11,1.8,3,7,11,0.636,9,20,0.45,1.42,0.629,,,,,,,,,,,,,4,39.5,17,4.3,6,1.5,4.3,2.83,31,35.6,150,4.8,66,2.1,5.4,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,39.5,44,16-31,0.516,11-Jul,0.636,8-May,0.625,,,,,,,,,,5640,Boston Celtics,1450000, PG,2016-2017,0.326839827
653,653,Demetrius Jackson,PAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,13.1,3.9,4.6,117,138,0.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5640,Boston Celtics,1450000, PG,2016-2017,0.326839827
786,786,Dennis Smith Jr.,NCST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,34.8,197,6.2,108,3.4,7.1,1.82,,,,,,,,,,,32,34.8,62,1.94,2.23,108,3.38,67,0.57,0.93,,,,,,,,,,,,,,,,,,,,,,,,32,34.8,18.1,6.0-13.1,0.455,1.7-4.8,0.359,4.5-6.3,0.715,,,,,,,,,,32,34.8,580,191-420,0.455,55-153,0.359,143-200,0.715,6035,Dallas Mavericks,3218280, PG,2017-2018,0.47300216
536,536,Denzel Valentine,MSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,2.4,2.8,12,14,0.857,30,19.4,2.7,3.2,81,95,0.853,,,,,,,,,,,,,30,19.4,3.4,8,101,226,0.447,99,205,0.483,1.35,0.581,1,37,12,12,6,6,13,2,34,33.3,149,4.4,85,2.5,5.3,1.75,1,37,2,2,2.16,6,6,4,0.33,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32.8,19.4,6.7-14.4,0.464,3.4-7.5,0.447,2.7-3.2,0.853,5,32.6,75,25-58,0.431,13-32,0.406,14-Dec,0.857,30,32.8,582,200-431,0.464,101-226,0.447,81-95,0.853,5608,Chicago Bulls,2092200, SG,2016-2017,0.396103896
537,537,Deonte Burton,ISU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,2.3,2.7,7,8,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,29.3,59,1.79,2.44,77,2.33,99,0.77,0.6,,,,,,,,,,,,,,,2,34,19.5,8.0-17.0,0.471,1.0-3.5,0.286,2.5-3.5,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,5286,Phoenix Suns,525093, PG,2015-2016,0.099307159
787,787,Deonte Burton,NEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,38.6,142,4.4,65,2,4.6,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,38.6,20.1,6.7-14.3,0.471,1.5-4.9,0.314,5.1-6.9,0.742,,,,,,,,,,32,38.6,643,215-456,0.471,49-156,0.314,164-221,0.742,5286,Phoenix Suns,525093, PG,2015-2016,0.099307159
538,538,Deron Washington,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16.7,5.3,7,16,21,0.762,,,,,,,,3,16.7,1.3,2,4,7,0.571,11,21,0.524,1.79,0.607,,,,,,,,,,,,,2,23,7,3.5,2,1,6.1,3.5,,,,,,,,,2,23,4,2,3.48,2,1,7,2,0.57,,,,,,,,,,,2,34.5,4,8,2,2.32,0.5,,,,,,,,3,28.3,16.7,5.0-9.3,0.536,1.3-2.3,0.571,5.3-7.0,0.762,,,,,,,,,,3,28.3,50,15-28,0.536,7-Apr,0.571,16-21,0.762,,,,,,,,,,3018,null Unknown,457588, NA,2010-2011,0.073825503
692,692,Deron Williams,ILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15.3,3,7,9,20,0.45,7,17,0.412,1.24,0.554,,,,,,,,,,,,,6,37.8,50,8.3,18,3,8.8,2.78,33,33,214,6.5,91,2.8,7.9,2.35,2,30,6,3,4,3,1.5,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,3,31,15.3,5.3-12.3,0.432,3.0-6.7,0.45,1.7-2.3,0.714,,,,,,,,,,6,37.8,88,32-68,0.471,Nov-34,0.324,13-18,0.722,,,,,,,,,,709,Utah Jazz,3487440, PG,2005-2006,0.59
73,73,Derrick Brown,XAV,2,15.5,6,3,13,6.5,19,9.5,24.5,,,,,,,,,,4,12.3,5,6.8,20,27,0.741,18,22,0.818,1.81,0.778,33,10.7,3.9,6.5,128,216,0.593,119,189,0.63,1.64,0.613,2,6,2,2.5,4,5,0.8,,,,,,,,,,,,,,,,,,,,32,13.8,1.1,3,35,80,0.438,120,222,0.541,1.46,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,4,9,1,1.33,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,49,20-27,0.741,5-Feb,0.4,12-Jul,0.583,,,,,,,,,,2976,Charlotte Bobcats,762195, SF,2010-2011,0.167785235
539,539,Derrick Byars,VAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18.7,2.7,3,8,9,0.889,,,,,,,,3,18.7,3.3,7,10,22,0.455,9,24,0.375,1.22,0.522,29,12.2,2.1,5,61,135,0.452,62,119,0.521,1.4,0.604,3,36.7,12,4,6,2,4.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36.7,18.7,6.3-15.3,0.413,3.3-7.3,0.455,2.7-3.0,0.889,31,30.9,16.8,6.0-13.1,0.462,2.2-6.1,0.363,2.5-3.6,0.696,3,36.7,56,19-46,0.413,22-Oct,0.455,9-Aug,0.889,31,30.9,521,187-405,0.462,69-190,0.363,78-112,0.696,2570,Memphis Grizzlies,457588, SF,2009-2010,0.080952381
74,74,Derrick Caracter,UTEP,1,34,1,1,8,8,9,9,10.6,26,26.4,71,2.7,138,5.3,209,8,12.2,1,20,10,13,10,13,0.769,10,12,0.833,1.54,0.769,26,13.8,5.3,9.5,138,248,0.556,134,234,0.573,1.45,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,20,10.0-13.0,0.769,0.0-1.0,0,0.0-0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,Flamengo Flamengo,762195, PF,2011-2012,0.170040486
540,540,Derrick Caracter,LOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,5,5.5,10,11,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461,Flamengo Flamengo,762195, PF,2011-2012,0.170040486
324,324,Derrick Favors,GT,,,,,,,,,,34,27.4,102,3,188,5.5,290,8.5,12.5,2,11,4.5,7.5,9,15,0.6,9,15,0.6,1.47,0.6,34,12.5,5,8.2,170,278,0.612,170,277,0.614,1.53,0.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,27.4,73,87,2.15,3.14,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769,Utah Jazz,4133280, PF,2010-2011,0.630872483
541,541,Derrick Rose,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20.8,5.7,7.3,34,44,0.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35.5,36,6,11,1.8,6.8,3.27,34,28.1,153,4.5,96,2.8,6.4,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35.5,20.8,7.2-13.8,0.518,0.8-2.5,0.333,5.7-7.3,0.773,,,,,,,,,,6,35.5,125,43-83,0.518,15-May,0.333,34-44,0.773,,,,,,,,,,1925,Chicago Bulls,4822800, PG,2008-2009,0.636363636
542,542,Derrick White,COLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,6,6,1,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,2,4,2,2,0.5,,,,,,,,1,40,30,11.0-21.0,0.524,3.0-9.0,0.333,5.0-5.0,1,,,,,,,,,,,,,,,,,,,33,32.6,585,194-383,0.507,54-135,0.4,143-177,0.808,6135,San Antonio Spurs,1404600, PG,2017-2018,0.257019438
75,75,Derrick Williams,ARIZ,4,31.5,14,3.5,23,5.8,37,9.3,11.7,34,29.9,91,2.7,186,5.5,277,8.1,10.9,,,,,,,,,,,,,34,19.1,5.9,9.6,200,325,0.615,165,267,0.618,2,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,31.5,22.8,6.5-13.8,0.473,1.8-4.0,0.438,8.0-10.5,0.762,34,29.9,19.1,5.9-9.6,0.615,1.0-1.7,0.603,6.3-8.5,0.744,4,31.5,91,26-55,0.473,16-Jul,0.438,32-42,0.762,34,29.9,650,200-325,0.615,35-58,0.603,215-289,0.744,3201,Minnesota Timberwolves,4602720, PF,2011-2012,0.696356275
654,654,Derrick Williams,BSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,12.6,3.2,3.7,90,103,0.874,,,,,,,,,,,,,27,11.1,2,5,53,123,0.431,34,84,0.405,1.45,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201,Minnesota Timberwolves,4602720, PF,2011-2012,0.696356275
325,325,Devin Brown,UTSA,,,,,,,,,,28,32.3,62,2.2,171,6.1,233,8.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,32.3,18.3,5.8-14.4,0.403,1.6-4.4,0.366,5.1-7.1,0.727,,,,,,,,,,28,32.3,513,162-402,0.403,45-123,0.366,144-198,0.727,806,Utah Jazz,1592400, SG,2005-2006,0.3475
655,655,Devin Brown,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5.8,2.3,2.6,73,83,0.88,,,,,,,,,,,,,30,12.5,2.1,5,64,143,0.448,49,112,0.438,1.47,0.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,Utah Jazz,1592400, SG,2005-2006,0.3475
326,326,Devin Green,HAMP,,,,,,,,,,30,33.3,62,2.1,166,5.5,228,7.6,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,5,5,1,1,8,5,,,,,,,,,,,,,,,,,,,30,32.5,56,1.87,2.3,83,2.77,74,0.67,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726,Los Angeles Lakers,687456, SG,2007-2008,0.122009569
754,754,Devin Harris,WIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,12,4,5,1.7,4.2,2.4,30,36.3,131,4.4,58,1.9,4.8,2.26,3,38,10,3.33,3.51,5,1.67,7,2,1.43,29,34,55,1.9,2.23,46,1.59,62,1.2,0.89,2,34,2,5,1,1.18,0.4,,,,,,,,2,37,16,4.5-10.0,0.45,3.0-7.0,0.429,4.0-5.0,0.8,30,36.3,19.7,6.0-13.1,0.459,2.3-6.2,0.369,5.4-6.9,0.791,3,38,41,14-26,0.538,13-May,0.385,12-Aug,0.667,30,36.3,592,180-392,0.459,69-187,0.369,163-206,0.791,731,Dallas Mavericks,2947440, PG,2005-2006,0.535
398,398,Devyn Marble,IOWA,,,,,,,,,,,,,,,,,,,2,20,7,11.5,14,23,0.609,6,12,0.5,1.74,0.783,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,4,6,8,11,0.727,6,12,0.5,1.74,0.783,,,,,,,,,,,,,5,33,23,4.6,11,2.2,5.6,2.09,,,,,,,,,5,33,12,2.4,2.91,11,2.2,4,1.09,3,32,30,59,1.84,2.46,57,1.78,62,1.04,0.95,,,,,,,,,,,,,,,5,33,20.6,7.0-15.4,0.455,1.4-5.0,0.28,5.2-6.4,0.813,,,,,,,,,,5,33,103,35-77,0.455,25-Jul,0.28,26-32,0.813,,,,,,,,,,4817,Orlando Magic,884879, SF,2014-2015,0.181609195
839,839,Dewayne Dedmon,USC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,22.3,66,93,2.13,3.82,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4436,Philadelphia 76ers,300000, C,2013-2014,0.064935065
76,76,Dexter Pittman,TEX,2,26,7,3.5,12,6,19,9.5,14.6,,,,,,,,,,2,12.5,5,8.5,10,17,0.588,10,17,0.588,1.47,0.588,33,10.6,4.2,6.4,139,210,0.662,139,210,0.662,1.67,0.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,19,62,86,1.88,3.96,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016,Miami Heat,473604, C,2010-2011,0.078299776
399,399,Deyonta Davis,MSU,,,,,,,,,,,,,,,,,,,1,10,5,8,5,8,0.625,5,8,0.625,1.25,0.625,34,7.4,3.4,5.6,114,191,0.597,114,191,0.597,1.31,0.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,18.7,63,78,1.85,3.97,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647,Memphis Grizzlies,1369299, C,2016-2017,0.311688312
77,77,Diamon Simpson,SMC,3,35.7,12,4,28,9.3,40,13.3,15,32,32.4,113,3.5,224,7,337,10.5,13,3,13.7,4.7,8,14,24,0.583,14,24,0.583,1.71,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35.7,7,2.33,2.62,4,1.33,7,1.75,1,,,,,,,,,,,1,35,3,4,3,3.43,0.75,32,32.4,54,63,1.69,2.08,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3535,Houston Rockets,57291, SF,2011-2012,0.020242915
788,788,Diante Garrett,ISU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,36.7,195,6.1,106,3.3,6.6,1.84,,,,,,,,,,,32,36.7,55,1.72,1.87,106,3.31,55,0.52,1,,,,,,,,,,,,,,,,,,,,,,,,32,36.7,17.3,6.7-16.2,0.413,1.8-5.8,0.319,2.1-2.5,0.825,,,,,,,,,,32,36.7,553,214-518,0.413,59-185,0.319,66-80,0.825,4018,Phoenix Suns,473604, PG,2012-2013,0.109227872
78,78,Dijon Thompson,UCLA,1,39,0,0,7,7,7,7,7.2,27,34.5,52,1.9,163,6,215,8,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,4,4,3,3,4.1,1.33,,,,,,,,,1,39,2,2,2.05,3,3,1,0.67,2,,,,,,,,,,,,,,,,,,,,,,,,,1,39,22,9.0-19.0,0.474,3.0-8.0,0.375,1.0-1.0,1,27,34.5,18.3,6.4-13.6,0.474,1.5-4.0,0.374,3.9-5.0,0.785,,,,,,,,,,27,34.5,494,174-367,0.474,40-107,0.374,106-135,0.785,942,Phoenix Suns,398762, SF,2005-2006,0.0075
543,543,Dillon Brooks,ORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15.2,2.6,2.6,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33.4,76,27-73,0.37,26-Sep,0.346,13-13,1,34,32.9,570,208-443,0.47,40-121,0.331,114-138,0.826,6197,Memphis Grizzlies,815615, SG,2017-2018,0.123110151
400,400,Dion Waiters,SYR,,,,,,,,,,,,,,,,,,,2,11.5,5,7,10,14,0.714,8,8,1,1.64,0.786,,,,,,,,,,,,,4,13,4.3,4.5,17,18,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25.3,52,16-37,0.432,9-Mar,0.333,17-18,0.944,,,,,,,,,,3726,Cleveland Cavaliers,3726600, SG,2012-2013,0.65913371
656,656,Dionte Christmas,TEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,4.3,4.9,128,147,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,3,3,3,1,1,2,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1,40,29,8.0-16.0,0.5,5.0-11.0,0.455,8.0-10.0,0.8,33,37.3,20.2,6.3-14.1,0.448,3.2-8.3,0.38,4.4-5.7,0.775,,,,,,,,,,33,37.3,667,209-466,0.448,104-274,0.38,145-187,0.775,4428,Phoenix Suns,490180, SG,2013-2014,0.085714286
822,822,DJ Stephens,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,12,5,6,8.28,2.4,34,23.3,83,62,2.44,4.19,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5712,Memphis Grizzlies,874636, SG,2016-2017,0.170995671
79,79,Domantas Sabonis,GONZ,3,36.3,13,4.3,30,10,43,14.3,15.8,33,31.4,97,2.9,286,8.7,383,11.6,14.8,4,11.5,4.8,7.8,19,31,0.613,19,31,0.613,1.48,0.613,34,9.5,3.7,5.5,126,186,0.677,126,186,0.677,1.74,0.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36.3,8,10,2.67,2.94,0.8,,,,,,,,3,36.3,19.7,8.3-14.7,0.568,0.3-0.7,0.5,2.7-3.3,0.8,,,,,,,,,,3,36.3,59,25-44,0.568,2-Jan,0.5,10-Aug,0.8,33,31.4,574,214-347,0.617,12-Apr,0.333,142-185,0.768,5588,Oklahoma City Thunder,2440200, PF,2016-2017,0.439393939
80,80,Dominic McGuire,FRES,1,39,5,5,6,6,11,11,11.3,31,32.7,65,2.1,238,7.7,303,9.8,11.9,1,15,6,9,6,9,0.667,5,7,0.714,1.67,0.722,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,2,1,2,0.5,5,7,0.714,1.67,0.722,,,,,,,,,,,,,1,39,10,10,4,4,10.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,4,1,4,4.1,4,31,32.7,110,90,3.55,4.33,1.22,1,39,15,6.0-9.0,0.667,1.0-2.0,0.5,2.0-3.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,Washington Wizards,427163, PF,2007-2008,0.086124402
802,802,Dominique Jones,USF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,3,3,3,1,1,2,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1,40,24,7.0-16.0,0.438,2.0-6.0,0.333,8.0-15.0,0.533,32,37,21.3,6.7-14.9,0.451,1.6-5.0,0.311,6.3-8.3,0.753,,,,,,,,,,32,37,681,215-477,0.451,50-161,0.311,201-267,0.753,2925,Dallas Mavericks,1110120, SG,2010-2011,0.281879195
755,755,Donald Sloan,TA&M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,8,4,3,1.5,4.6,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,33,18.2,6.0-13.2,0.452,1.4-3.8,0.366,4.9-6.3,0.772,,,,,,,,,,32,33,583,191-423,0.452,45-123,0.366,156-202,0.772,3523,Cleveland Cavaliers,160414, G,2011-2012,0.044534413
