Team,Salary,Player,Position,Season,Percentile
San Antonio Spurs,855189,Marcus Haislip, F,2010-2011,0.217002237
Sacramento Kings,855189,Quincy Douby, SG,2010-2011,0.214765101
New York Knicks,855189,Mouhamed Sene, C,2010-2011,0.212527964
Golden State Warriors,855189,Tarence Kinsey, SG,2010-2011,0.210290828
San Antonio Spurs,854389,Malik Hairston, SG,2010-2011,0.208053691
Utah Jazz,854389,Dwayne Jones II, PF,2010-2011,0.205816555
Memphis Grizzlies,854389,Darius Miles, SF,2010-2011,0.203579418
Washington Wizards,854389,Javaris Crittenton, PG,2010-2011,0.201342282
Miami Heat,854389,Mario Chalmers, G,2010-2011,0.199105145
Utah Jazz,854389,Kyle Weaver, SG,2010-2011,0.196868009
Sacramento Kings,854389,Antoine Wright, SF,2010-2011,0.194630872
Atlanta Hawks,854389,Etan Thomas, C,2010-2011,0.192393736
Golden State Warriors,825497,Mikki Moore, C,2010-2011,0.1901566
LA Clippers,825497,Kareem Rush, SG,2010-2011,0.187919463
Washington Wizards,825497,Paul Davis, C,2010-2011,0.185682327
Oklahoma City Thunder,825497,Kevin Ollie, PG,2010-2011,0.18344519
Oklahoma City Thunder,825497,Ryan Bowen, SF,2010-2011,0.181208054
Boston Celtics,825497,Gabe Pruitt, PG,2010-2011,0.178970917
San Antonio Spurs,804131,Chris Quinn, PG,2010-2011,0.176733781
Portland Trail Blazers,799105,Sean Marks, PF,2010-2011,0.174496644
Houston Rockets,780871,Chase Budinger, SF,2010-2011,0.172259508
Sacramento Kings,780871,Jermaine Taylor, SG,2010-2011,0.170022371
Charlotte Bobcats,762195,Derrick Brown, SF,2010-2011,0.167785235
Charlotte Bobcats,762195,Dante Cunningham, SF,2010-2011,0.165548098
New Orleans Pelicans,762195,Darryl Watkins, C,2010-2011,0.163310962
Utah Jazz,762195,Brian Butch, C,2010-2011,0.161073826
Memphis Grizzlies,762195,Tony Gaffney, SF,2010-2011,0.158836689
Portland Trail Blazers,762195,Greg Stiemsma, C,2010-2011,0.156599553
Philadelphia 76ers,762195,Jodie Meeks, SG,2010-2011,0.154362416
null Unknown,762195,Curtis Jerrells, NA,2010-2011,0.15212528
Milan Olimpia,762195,Oliver Lafayette, G,2010-2011,0.149888143
Indiana Pacers,750000,Lance Stephenson, SG,2010-2011,0.147651007
LA Clippers,736420,Mike Taylor, PG,2010-2011,0.14541387
Charlotte Hornets,736420,Dontell Jefferson, SG,2010-2011,0.143176734
New York Knicks,736420,Joe Crawford, SG,2010-2011,0.140939597
Madrid Real Madrid,736420,Othello Hunter, SF,2010-2011,0.138702461
Sacramento Kings,730437,Hassan Whiteside, C,2010-2011,0.136465324
Miami Heat,713666,Erick Dampier, C,2010-2011,0.134228188
San Antonio Spurs,708640,Ime Udoka, SG,2010-2011,0.131991051
Oklahoma City Thunder,679821,Mike Wilks, PG,2010-2011,0.129753915
Toronto Raptors,670000,Solomon Alabi, C,2010-2011,0.127516779
Milwaukee Bucks,668434,Brian Skinner, PF,2010-2011,0.125279642
Philadelphia 76ers,650686,Allen Iverson, SG,2010-2011,0.123042506
Washington Wizards,641141,Alonzo Gee, SF,2010-2011,0.120805369
Memphis Grizzlies,633253,Acie Law, PG,2010-2011,0.118568233
New York Knicks,600000,Andy Rautins, SG,2010-2011,0.116331096
LA Clippers,567917,Ike Diogu, PF,2010-2011,0.11409396
San Antonio Spurs,525000,Gary Neal, PG,2010-2011,0.111856823
Memphis Grizzlies,524964,Jason Williams, PG,2010-2011,0.109619687
Washington Wizards,515603,Lester Hudson, SG,2010-2011,0.10738255
LA Clippers,500000,Willie Warren, SG,2010-2011,0.105145414
Cleveland Cavaliers,500000,Samardo Samuels, PF,2010-2011,0.102908277
Atlanta Hawks,482478,Damien Wilkins, SG,2010-2011,0.100671141
LA Clippers,473604,Patrick Beverley, PG,2010-2011,0.098434004
Phoenix Suns,473604,Gani Lawal, PF,2010-2011,0.096196868
Phoenix Suns,473604,Garret Siler, C,2010-2011,0.093959732
Charlotte Bobcats,473604,Sherron Collins, PG,2010-2011,0.091722595
New York Knicks,473604,Landry Fields, SG,2010-2011,0.089485459
Memphis Grizzlies,473604,Ish Smith, PG,2010-2011,0.087248322
Denver Nuggets,473604,Gary Forbes, F,2010-2011,0.085011186
Cleveland Cavaliers,473604,Semih Erden, C,2010-2011,0.082774049
Utah Jazz,473604,Jeremy Evans, F,2010-2011,0.080536913
Miami Heat,473604,Dexter Pittman, C,2010-2011,0.078299776
Memphis Grizzlies,457588,Derrick Byars, SF,2010-2011,0.07606264
null Unknown,457588,Deron Washington, NA,2010-2011,0.073825503
Toronto Raptors,402065,Peja Stojakovic, SF,2010-2011,0.071588367
San Antonio Spurs,306575,Steve Novak, SF,2010-2011,0.06935123
Washington Wizards,226162,Mustafa Shakur, PG,2010-2011,0.067114094
New York Knicks,221136,Jared Jeffries, PF,2010-2011,0.064876957
Washington Wizards,216110,Mike Bibby, PG,2010-2011,0.062639821
New Jersey Nets,216110,Troy Murphy, PF,2010-2011,0.060402685
Charlotte Bobcats,211084,Dominic McGuire, PF,2010-2011,0.058165548
Dallas Mavericks,211084,Sasha Pavlovic, SG,2010-2011,0.055928412
LA Clippers,211084,Rasual Butler, SF,2010-2011,0.053691275
Washington Wizards,211084,Al Thornton, SF,2010-2011,0.051454139
Portland Trail Blazers,208802,Travis Diener, PG,2010-2011,0.049217002
Memphis Grizzlies,201033,Leon Powe, PF,2010-2011,0.046979866
Miami Heat,196007,Carlos Arroyo, PG,2010-2011,0.044742729
Phoenix Suns,186656,Zabian Dowdell, PG,2010-2011,0.042505593
Charlotte Hornets,168579,Jannero Pargo, PG,2010-2011,0.040268456
Golden State Warriors,133723,Jeff Adrien, SF,2010-2011,0.03803132
Chicago Bulls,130165,John Lucas III, PG,2010-2011,0.035794183
San Antonio Spurs,130022,Danny Green, SG,2010-2011,0.033557047
null Unknown,125000,Da'Sean Butler, NA,2010-2011,0.031319911
Toronto Raptors,112088,Sundiata Gaines, PG,2010-2011,0.029082774
Portland Trail Blazers,88363,Chris Johnson, C,2010-2011,0.026845638
Charlotte Bobcats,80703,Garrett Temple, SG,2010-2011,0.024608501
Cleveland Cavaliers,40375,Cedric Jackson, G,2010-2011,0.022371365
Washington Wizards,35868,Othyus Jeffers, SG,2010-2011,0.020134228
New Orleans Hornets,25073,Patrick Ewing Jr., SF,2010-2011,0.017897092
Utah Jazz,25000,Marcus Cousin, C,2010-2011,0.015659955
Washington Wizards,22287,Larry Owens, SF,2010-2011,0.013422819
New Jersey Nets,20103,Mario West, SG,2010-2011,0.011185682
Houston Rockets,15000,Marqus Blakely, SF,2010-2011,0.008948546
San Antonio Spurs,13930,Robert Vaden, SG,2010-2011,0.006711409
Portland Trail Blazers,11679,Earl Barron, C,2010-2011,0.004474273
Toronto Raptors,8967,Trey Johnson, SG,2010-2011,0.002237136
null Unknown,8358,Magnum Rolle, NA,2010-2011,0
Los Angeles Lakers,25244493,Kobe Bryant, SF,2011-2012,0.997975709
Orlando Magic,18091770,Dwight Howard, C,2011-2012,0.995951417
Atlanta Hawks,18038573,Joe Johnson, G,2011-2012,0.993927126
Philadelphia 76ers,17823000,Andrei Kirilenko, SF,2011-2012,0.991902834
Miami Heat,17545000,Chris Bosh, PF,2011-2012,0.989878543
Miami Heat,17545000,LeBron James, SF,2011-2012,0.987854251
LA Clippers,16359805,Chris Paul, PG,2011-2012,0.98582996
New Jersey Nets,16359805,Deron Williams, PG,2011-2012,0.983805668
Miami Heat,15691000,Dwyane Wade, SG,2011-2012,0.981781377
Oklahoma City Thunder,15506632,Kevin Durant, SF,2011-2012,0.979757085
Boston Celtics,15333334,Paul Pierce, SF,2011-2012,0.977732794
Boston Celtics,21247044,Kevin Garnett, PF,2011-2012,0.975708502
Memphis Grizzlies,15200000,Zach Randolph, PF,2011-2012,0.973684211
Cleveland Cavaliers,15076715,Antawn Jamison, PF,2011-2012,0.971659919
Memphis Grizzlies,15032144,Rudy Gay, SF,2011-2012,0.969635628
Minnesota Timberwolves,15032144,Brandon Roy, SG,2011-2012,0.967611336
Utah Jazz,15000000,Al Jefferson, C,2011-2012,0.965587045
Los Angeles Lakers,14900000,Andrew Bynum, C,2011-2012,0.963562753
Philadelphia 76ers,14718250,Andre Iguodala, SG,2011-2012,0.961538462
San Antonio Spurs,14107492,Manu Ginobili, G,2011-2012,0.95951417
New Orleans Hornets,14030000,Chris Kaman, C,2011-2012,0.957489879
Portland Trail Blazers,14000000,LaMarcus Aldridge, PF,2011-2012,0.955465587
San Antonio Spurs,21164619,Tim Duncan, C,2011-2012,0.953441296
Chicago Bulls,13500000,Carlos Boozer, PF,2011-2012,0.951417004
New York Knicks,13107837,Tyson Chandler, C,2011-2012,0.949392713
Washington Wizards,13000000,Nene Hilario, C,2011-2012,0.947368421
Memphis Grizzlies,12922194,Marc Gasol, C,2011-2012,0.94534413
New Orleans Hornets,12642500,Emeka Okafor, C,2011-2012,0.943319838
San Antonio Spurs,12500000,Tony Parker, PG,2011-2012,0.941295547
Atlanta Hawks,12498483,Al Horford, C,2011-2012,0.939271255
Atlanta Hawks,12400000,Josh Smith, PF,2011-2012,0.937246964
Chicago Bulls,12325000,Luol Deng, SF,2011-2012,0.935222672
Indiana Pacers,12015904,Danny Granger, SF,2011-2012,0.933198381
Washington Wizards,21136631,Rashard Lewis, PF,2011-2012,0.931174089
Chicago Bulls,12000000,Joakim Noah, C,2011-2012,0.929149798
Dallas Mavericks,19092873,Dirk Nowitzki, PF,2011-2012,0.927125506
Los Angeles Lakers,18714150,Pau Gasol, C,2011-2012,0.925101215
New York Knicks,18518574,Carmelo Anthony, PF,2011-2012,0.923076923
New York Knicks,18217705,Amar'e Stoudemire, C,2011-2012,0.921052632
Philadelphia 76ers,18160355,Elton Brand, PF,2011-2012,0.91902834
Milwaukee Bucks,12000000,Andrew Bogut, C,2011-2012,0.917004049
Phoenix Suns,11689062,Steve Nash, PG,2011-2012,0.914979757
Golden State Warriors,11610000,David Lee, PF,2011-2012,0.912955466
Detroit Pistons,11600000,Ben Gordon, SG,2011-2012,0.910931174
Houston Rockets,11519840,Kevin Martin, SG,2011-2012,0.908906883
Portland Trail Blazers,11227250,Marcus Camby, C,2011-2012,0.906882591
Dallas Mavericks,11158000,Jason Terry, G,2011-2012,0.9048583
Orlando Magic,11015850,Hedo Turkoglu, SF,2011-2012,0.902834008
Milwaukee Bucks,11000000,Monta Ellis, SG,2011-2012,0.900809717
New Jersey Nets,10890000,Mehmet Okur, C,2011-2012,0.898785425
Toronto Raptors,10561982,Jose Calderon, PG,2011-2012,0.896761134
Charlotte Bobcats,10262069,Corey Maggette, SF,2011-2012,0.894736842
Dallas Mavericks,10121000,Jason Kidd, PG,2011-2012,0.892712551
LA Clippers,10079404,DeAndre Jordan, C,2011-2012,0.890688259
Boston Celtics,10045454,Rajon Rondo, PG,2011-2012,0.888663968
Boston Celtics,10000000,Ray Allen, SG,2011-2012,0.886639676
Toronto Raptors,10000000,Andrea Bargnani, C,2011-2012,0.884615385
Indiana Pacers,10000000,David West, F,2011-2012,0.882591093
Portland Trail Blazers,9500000,Gerald Wallace, SF,2011-2012,0.880566802
LA Clippers,9500000,Cuttino Mobley, SG,2011-2012,0.87854251
Utah Jazz,9319000,Devin Harris, PG,2011-2012,0.876518219
San Antonio Spurs,9282000,Richard Jefferson, F,2011-2012,0.874493927
Golden State Warriors,9000000,Andris Biedrins, C,2011-2012,0.872469636
Dallas Mavericks,8900000,Lamar Odom, PF,2011-2012,0.870445344
Utah Jazz,8603633,Paul Millsap, PF,2011-2012,0.868421053
Orlando Magic,8600000,Jameer Nelson, G,2011-2012,0.866396761
Houston Rockets,8591793,Luis Scola, F,2011-2012,0.86437247
New Orleans Hornets,8500000,Carl Landry, PF,2011-2012,0.862348178
Detroit Pistons,8500000,Rodney Stuckey, PG,2011-2012,0.860323887
LA Clippers,8500000,Mo Williams, PG,2011-2012,0.858299595
Sacramento Kings,8083000,John Salmons, SF,2011-2012,0.856275304
Philadelphia 76ers,8039130,Thaddeus Young, PF,2011-2012,0.854251012
Dallas Mavericks,8022449,Shawn Marion, SG,2011-2012,0.852226721
New Jersey Nets,8000000,Kris Humphries, PF,2011-2012,0.850202429
LA Clippers,8000000,Caron Butler, SF,2011-2012,0.848178138
Atlanta Hawks,8000000,Kirk Hinrich, SG,2011-2012,0.846153846
Miami Heat,7967375,Mark Blount, C,2011-2012,0.844129555
Denver Nuggets,7807728,Andre Miller, PG,2011-2012,0.842105263
Denver Nuggets,7750000,Arron Afflalo, G,2011-2012,0.840080972
Cleveland Cavaliers,7700000,Anderson Varejao, C,2011-2012,0.83805668
Oklahoma City Thunder,6665000,Morris Peterson, SG,2011-2012,0.836032389
Philadelphia 76ers,6650000,Andres Nocioni, SF,2011-2012,0.834008097
Memphis Grizzlies,6611571,Mike Conley, PG,2011-2012,0.831983806
Chicago Bulls,6600000,Jerome James, C,2011-2012,0.829959514
Portland Trail Blazers,6505320,Wesley Matthews, SG,2011-2012,0.827935223
Phoenix Suns,6500000,Grant Hill, SF,2011-2012,0.825910931
Phoenix Suns,6500000,Josh Childress, F,2011-2012,0.82388664
Washington Wizards,6442083,Andray Blatche, C,2011-2012,0.821862348
New York Knicks,6322320,Rasheed Wallace, PF,2011-2012,0.819838057
Orlando Magic,6300000,Glen Davis, PF,2011-2012,0.817813765
Detroit Pistons,6292135,Tayshaun Prince, SF,2011-2012,0.815789474
Minnesota Timberwolves,6262347,Michael Beasley, SF,2011-2012,0.813765182
Denver Nuggets,6226200,Al Harrington, PF,2011-2012,0.811740891
Milwaukee Bucks,6226200,Drew Gooden, PF,2011-2012,0.809716599
Boston Celtics,6226200,Jermaine O'Neal, C,2011-2012,0.807692308
Sacramento Kings,6100000,Francisco Garcia, SG,2011-2012,0.805668016
Toronto Raptors,6000000,Amir Johnson, C,2011-2012,0.803643725
Phoenix Suns,6000000,Channing Frye, F,2011-2012,0.801619433
Los Angeles Lakers,5971363,Luke Walton, SF,2011-2012,0.799595142
Houston Rockets,5750000,Kyle Lowry, PG,2011-2012,0.79757085
LA Clippers,5731080,Blake Griffin, PF,2011-2012,0.795546559
Dallas Mavericks,7624500,Brendan Haywood, C,2011-2012,0.793522267
Toronto Raptors,7600000,Leandro Barbosa, G,2011-2012,0.791497976
Indiana Pacers,7595600,James Posey, SF,2011-2012,0.789473684
Portland Trail Blazers,7560000,Raymond Felton, PG,2011-2012,0.787449393
Detroit Pistons,7540000,Charlie Villanueva, PF,2011-2012,0.785425101
Sacramento Kings,7525000,Marcus Thornton, SG,2011-2012,0.78340081
Atlanta Hawks,7500000,Marvin Williams, PF,2011-2012,0.781376518
Charlotte Bobcats,7305785,Tyrus Thomas, PF,2011-2012,0.779352227
Phoenix Suns,7258960,Marcin Gortat, C,2011-2012,0.777327935
Oklahoma City Thunder,7123626,Kendrick Perkins, C,2011-2012,0.775303644
Brooklyn Nets,7100000,Marko Jaric, PG,2011-2012,0.773279352
Houston Rockets,7000000,Samuel Dalembert, C,2011-2012,0.771255061
Chicago Bulls,6993708,Derrick Rose, PG,2011-2012,0.769230769
Milwaukee Bucks,6925400,Beno Udrih, PG,2011-2012,0.767206478
Charlotte Bobcats,6925400,DeSagana Diop, C,2011-2012,0.765182186
New Orleans Hornets,6790640,Trevor Ariza, SF,2011-2012,0.763157895
Los Angeles Lakers,6790640,Metta World Peace, SF,2011-2012,0.761133603
Orlando Magic,6750000,JJ Redick, SG,2011-2012,0.759109312
Golden State Warriors,6750000,Kwame Brown, C,2011-2012,0.75708502
Memphis Grizzlies,5632637,O.J. Mayo, SG,2011-2012,0.755060729
Bilbao Basket Bilbao Basket,5543116,Nenad Krstic, C,2011-2012,0.753036437
Washington Wizards,5530080,John Wall, PG,2011-2012,0.751012146
Denver Nuggets,5516664,Wilson Chandler, SF,2011-2012,0.748987854
Sacramento Kings,5486250,Chuck Hayes, PF,2011-2012,0.746963563
New York Knicks,5475113,Sasha Vujacic, SG,2011-2012,0.744939271
Miami Heat,5400000,Mike Miller, SG,2011-2012,0.74291498
Orlando Magic,5395000,Jason Richardson, SG,2011-2012,0.740890688
Philadelphia 76ers,5293080,Evan Turner, SG,2011-2012,0.738866397
Minnesota Timberwolves,5256000,Martell Webster, SF,2011-2012,0.736842105
Sacramento Kings,5251825,Tyreke Evans, SG,2011-2012,0.734817814
San Antonio Spurs,5220000,Antonio McDyess, PF,2011-2012,0.732793522
Atlanta Hawks,5209454,Speedy Claxton, PG,2011-2012,0.730769231
Philadelphia 76ers,5176000,Lou Williams, SG,2011-2012,0.728744939
Cleveland Cavaliers,5144280,Kyrie Irving, PG,2011-2012,0.726720648
Portland Trail Blazers,5127720,Hasheem Thabeet, C,2011-2012,0.724696356
Oklahoma City Thunder,5082416,Russell Westbrook, PG,2011-2012,0.722672065
Portland Trail Blazers,5000000,Jamal Crawford, SG,2011-2012,0.720647773
Detroit Pistons,5000000,Jason Maxiell, PF,2011-2012,0.718623482
New Orleans Hornets,5000000,Jarrett Jack, G,2011-2012,0.71659919
New Orleans Pelicans,4847586,Marcus Banks, PG,2011-2012,0.714574899
Philadelphia 76ers,4818000,Darius Songaila, PF,2011-2012,0.712550607
Minnesota Timberwolves,4776500,Darko Milicic, C,2011-2012,0.710526316
Utah Jazz,4753320,Derrick Favors, PF,2011-2012,0.708502024
Minnesota Timberwolves,4752000,Brad Miller, C,2011-2012,0.706477733
Atlanta Hawks,4750000,Zaza Pachulia, C,2011-2012,0.704453441
Chicago Bulls,4710000,Ronnie Brewer, SF,2011-2012,0.70242915
Minnesota Timberwolves,4609701,Kevin Love, PF,2011-2012,0.700404858
Oklahoma City Thunder,4604760,James Harden, PG,2011-2012,0.698380567
Minnesota Timberwolves,4602720,Derrick Williams, PF,2011-2012,0.696356275
Toronto Raptors,4600000,Linas Kleiza, SF,2011-2012,0.694331984
Minnesota Timberwolves,4503600,Nikola Pekovic, C,2011-2012,0.692307692
Detroit Pistons,4500000,Jonas Jerebko, PF,2011-2012,0.690283401
Washington Wizards,4455988,Jeff Green, SF,2011-2012,0.688259109
Cleveland Cavaliers,4403834,Daniel Gibson, SG,2011-2012,0.686234818
Utah Jazz,4319280,Enes Kanter, C,2011-2012,0.684210526
Minnesota Timberwolves,4300000,J.J. Barea, PG,2011-2012,0.682186235
Los Angeles Lakers,4257973,Ramon Sessions, G,2011-2012,0.680161943
LA Clippers,4250000,Randy Foye, SG,2011-2012,0.678137652
Phoenix Suns,4250000,Jared Dudley, SF,2011-2012,0.67611336
Boston Celtics,4250000,Brandon Bass, PF,2011-2012,0.674089069
Denver Nuggets,4234000,Chris Andersen, PF,2011-2012,0.672064777
Denver Nuggets,4190182,Danilo Gallinari, SF,2011-2012,0.670040486
San Antonio Spurs,4100000,Bruce Bowen, SF,2011-2012,0.668016194
Golden State Warriors,4099920,Charlie Bell, SG,2011-2012,0.665991903
Memphis Grizzlies,4080915,Greg Buckner, SG,2011-2012,0.663967611
Miami Heat,4060000,Udonis Haslem, PF,2011-2012,0.66194332
Philadelphia 76ers,4051024,Spencer Hawes, PF,2011-2012,0.659919028
Minnesota Timberwolves,4006080,Wesley Johnson, SF,2011-2012,0.657894737
New Jersey Nets,4000000,Jordan Farmar, PG,2011-2012,0.655870445
Miami Heat,4000000,Mario Chalmers, G,2011-2012,0.653846154
LA Clippers,4000000,Ryan Gomes, SF,2011-2012,0.651821862
San Antonio Spurs,3944000,Tiago Splitter, C,2011-2012,0.649797571
Charlotte Bobcats,3900000,Matt Carroll, SG,2011-2012,0.647773279
Sacramento Kings,3880800,DeMarcus Cousins, C,2011-2012,0.645748988
New Orleans Hornets,3831184,Eric Gordon, SG,2011-2012,0.643724696
Golden State Warriors,3823000,Dorell Wright, SF,2011-2012,0.641700405
Oklahoma City Thunder,3750000,Nazr Mohammed, C,2011-2012,0.639676113
Milwaukee Bucks,3750000,Mike Dunleavy, SG,2011-2012,0.637651822
Cleveland Cavaliers,3726600,Tristan Thompson, C,2011-2012,0.63562753
Utah Jazz,3700000,CJ Miles, SF,2011-2012,0.633603239
Miami Heat,3700000,Joel Anthony, PF,2011-2012,0.631578947
Washington Wizards,3695857,Nick Young, G,2011-2012,0.629554656
Minnesota Timberwolves,3680000,Luke Ridnour, PG,2011-2012,0.627530364
San Antonio Spurs,3630000,Matt Bonner, C,2011-2012,0.625506073
Phoenix Suns,3500000,Shannon Brown, PG,2011-2012,0.623481781
Milwaukee Bucks,3500000,Shaun Livingston, PG,2011-2012,0.62145749
Minnesota Timberwolves,3480120,Ricky Rubio, PG,2011-2012,0.619433198
Utah Jazz,3480000,Raja Bell, SG,2011-2012,0.617408907
Portland Trail Blazers,3414720,Jonny Flynn, PG,2011-2012,0.615384615
Chicago Bulls,3400000,C.J. Watson, PG,2011-2012,0.613360324
New Orleans Hornets,3377604,Marco Belinelli, G,2011-2012,0.611336032
Toronto Raptors,3344250,DeMar DeRozan, SG,2011-2012,0.609311741
Denver Nuggets,3343896,Timofey Mozgov, C,2011-2012,0.607287449
Oklahoma City Thunder,3341558,Daequan Cook, SG,2011-2012,0.605263158
Oklahoma City Thunder,3300000,Thabo Sefolosha, SF,2011-2012,0.603238866
Milwaukee Bucks,3294960,Ekpe Udoh, C,2011-2012,0.601214575
Oklahoma City Thunder,3272997,Nick Collison, F,2011-2012,0.599190283
Orlando Magic,3250000,Chris Duhon, PG,2011-2012,0.597165992
New Jersey Nets,3250000,Johan Petro, C,2011-2012,0.5951417
Charlotte Bobcats,3236470,D.J. Augustin, PG,2011-2012,0.593117409
Memphis Grizzlies,3150000,Tony Allen, SG,2011-2012,0.591093117
New Jersey Nets,3135000,Shawne Williams, SF,2011-2012,0.589068826
Miami Heat,3135000,Shane Battier, SF,2011-2012,0.587044534
Golden State Warriors,3117120,Stephen Curry, PG,2011-2012,0.585020243
New Jersey Nets,3076983,Brook Lopez, C,2011-2012,0.582995951
Washington Wizards,3065040,Jan Vesely, PF,2011-2012,0.58097166
Denver Nuggets,3059000,Corey Brewer, F,2011-2012,0.578947368
Toronto Raptors,3042280,Jerryd Bayless, PG,2011-2012,0.576923077
Detroit Pistons,3007920,Greg Monroe, C,2011-2012,0.574898785
Sacramento Kings,3001284,Jason Thompson, PF,2011-2012,0.572874494
Sacramento Kings,3000000,Travis Outlaw, SF,2011-2012,0.570850202
